,conference,Date,title,id,IMPACT,SUBSTANCE,APPROPRIATENESS,MEANINGFUL_COMPARISON,SOUNDNESS_CORRECTNESS,ORIGINALITY,CLARITY,REVIEWER_CONFIDENCE,RECOMMENDATION,comments
10007,acl_2017,2017,Event Factuality Identification via Deep Neural Networks,31.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,"Comments after author response

- Thank you for clarifying that the unclear ""two-step framework"" reference was
not about the two facets. I still do not find this use of a pipeline to be a
particularly interesting contribution.
- You state that ""5. de Marneffe (2012) used additional annotated features in
their system. For fair comparison, we re-implement their system with annotated
information in FactBank."" But the de Marneffe et al. feature cited in the
paper, ""Predicate Classes"" requires only a dependency parser and vocabulary
lists from Roser Saurí's PhD thesis; ""general classes of event"" might be
referring to FactML event classes, and while I admit it is not particularly
clear in their work, I am sure they could clarify.
- I continue to find the use of ""combined properly"" to be obscure. I agree that
using LSTM and CNN where respectively appropriate is valuable, but you seem to
imply that some prior work has been improper, and that it is their combination
which must be proper.
- Thank you for reporting on separate LSTMs for each of the paths. I am curious
as to why this combination may less effective. In any case, experiments with
this kind of alternative structure deserve to be reported.

---

This paper introduces deep neural net technologies to the task of factuality
classification as defined by FactBank, with performance exceeding alternative
neural net models and baselines reimplemented from the literature.

- Strengths:

This paper is very clear in its presentation of a sophisticated model for
factuality classification and of its evaluation.  It shows that the use of
attentional features and BiLSTM clearly provide benefit over alternative
pooling strategies, and that the model also exceeds the performance of a more
traditional feature-based log-linear model.  Given the small amount of training
data in FactBank, this kind of highly-engineered model seems appropriate. It is
interesting to see that the BiLSTM/CNN model is able to provide benefit despite
little training data.

- Weaknesses:

My main concerns with this work regard its (a) apparent departure from the
evaluation procedure in the prior literature; (b) failure to present prior work
as a strong baseline; and (c) novelty.

While I feel that the work is original in engineering deep neural nets for the
factuality classification task, and that such work is valuable, its approach is
not particularly novel, and ""the proposal of a two-step supervised framework""
(line 087) is not particularly interesting given that FactBank was always
described in terms of two facets (assuming I am correct to interpret ""two-step""
as referring to these facets, which I may not be).

The work cites Saurí and Pustejovsky (2012), but presents their much earlier
(2008) and weaker system as a baseline; nor does it consider Qian et al.'s
(IALP 2015) work which compares to the former.              Both these works are
developed
on the TimeBank portion of FactBank and evaluated on a held-out ACQUAINT
TimeBank section, while the present work does not report results on a held-out
set.

de Marneffe et al.'s (2012) system is also chosen as a baseline, but not all
their features are implemented, nor is the present system evaluated on their
PragBank corpus (or other alternative representations of factuality proposed in
Prabhakaran et al. (*SEM 2015) and Lee et al. (EMNLP 2015)).  The evaluation is
therefore somewhat lacking in comparability to prior work.

There were also important questions left unanswered in evaluation, such as the
effect of using gold standard events or SIPs.

Given the famed success of BiLSTMs with little feature engineering, it is
somewhat disappointing that this work does not attempt to consider a more
minimal system employing deep neural nets on this task with, for instance, only
the dependency path from a candidate event to its SIP plus a bag of modifiers
to that path. The inclusion of heterogeneous information in one BiLSTM was an
interesting feature, which deserved more experimentation: what if the order of
inputs were permuted? what if delimiters were used in concatenating the
dependency paths in RS instead of the strange second ""nsubj"" in the RS chain of
line 456? What if each of SIP_path, RS_path, Cue_path were input to a separate
LSTM and combined? The attentional features were evaluated together for the CNN
and BiLSTM components, but it might be worth reporting whether it was
beneficial for each of these components. Could you benefit from providing path
information for the aux words? Could you benefit from character-level
embeddings to account for morphology's impact on factuality via tense/aspect?
Proposed future work is lacking in specificity seeing as there are many
questions raised by this model and a number of related tasks to consider
applying it to.

- General Discussion:

194: Into what classes are you classifying events?

280: Please state which are parameters of the model.

321: What do you mean by ""properly""? You use the same term in 092 and it's not
clear which work you consider improper nor why.

353: Is ""the chain form"" defined anywhere? Citation? The repetition of nsubj in
the example of line 456 seems an unusual feature for the LSTM to learn.

356: It may be worth footnoting here that each cue is classified separately.

359: ""distance"" -> ""surface distance""

514: How many SIPs? Cues? Perhaps add to Table 3.

Table 2. Would be good if augmented by the counts for embedded and author
events. Percentages can be removed if necessary.

532: Why 5-fold? Given the small amount of training data, surely 10-fold would
be more useful and not substantially increase training costs.

594: It's not clear that this benefit comes from PSen, nor that the increase is
significant or substantial.  Does it affect overall results substantially?

674: Is this significance across all metrics?

683: Is the drop of F1 due to precision, recall or both?

686: Not clear what this sentence is trying to say.

Table 4: From the corpus sizes, it seems you should only report 2 significant
figures for most columns (except CT+, Uu and Micro-A).

711: It seems unsurprising that RS_path is insufficient given that the task is
with respect to a SIP and other inputs do not encode that information. It would
be more interesting to see performance of SIP_path alone.

761: This claim is not precise, to my understanding. de Marneffe et al (2012)
evaluates on PragBank, not FactBank.

Minor issues in English usage:

112: ""non-application"" -> ""not applicable""

145: I think you mean ""relevant"" -> ""relative""

154: ""can be displayed by a simple source"" is unclear

166: Not sure what you mean by ""basline"". Do you mean ""pipeline""?"
10008,acl_2017,2017,Event Factuality Identification via Deep Neural Networks,31.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,4.0,2.0,"This paper proposes a supervised deep learning model for event factuality
identification.  The empirical results show that the model outperforms
state-of-the-art systems on the FactBank corpus, particularly in three classes
(CT-, PR+ and PS+).  The main contribution of the paper is the proposal of an
attention-based two-step deep neural model for event factuality identification
using bidirectional long short-term memory (BiLSTM) and convolutional neural
network (CNN).

[Strengths:]

- The structure of the paper is (not perfectly but) well organized.

- The empirical results show convincing (statistically significant) performance
gains of the proposed model over strong baseline.

[Weaknesses:]

See below for details of the following weaknesses:

- Novelties of the paper are relatively unclear.

- No detailed error analysis is provided.

- A feature comparison with prior work is shallow, missing two relevant papers.

- The paper has several obscure descriptions, including typos.

[General Discussion:]

The paper would be more impactful if it states novelties more explicitly.  Is
the paper presenting the first neural network based approach for event
factuality identification?  If this is the case, please state that.

The paper would crystallize remaining challenges in event factuality
identification and facilitate future research better if it provides detailed
error analysis regarding the results of Table 3 and 4.              What are dominant
sources of errors made by the best system BiLSTM+CNN(Att)?  What impacts do
errors in basic factor extraction (Table 3) have on the overall performance of
factuality identification (Table 4)?  The analysis presented in Section 5.4 is
more like a feature ablation study to show how useful some additional features
are.

The paper would be stronger if it compares with prior work in terms of
features.  Does the paper use any new features which have not been explored
before?  In other words, it is unclear whether main advantages of the proposed
system come purely from deep learning, or from a combination of neural networks
and some new unexplored features.  As for feature comparison, the paper is
missing two relevant papers:

- Kenton Lee, Yoav Artzi, Yejin Choi and Luke Zettlemoyer. 2015 Event Detection
and Factuality Assessment with Non-Expert Supervision. In Proceedings of the
2015 Conference on Empirical Methods in Natural Language Processing, pages
1643-1648.

- Sandeep Soni, Tanushree Mitra, Eric Gilbert and Jacob Eisenstein. 2014.
Modeling Factuality Judgments in Social Media Text. In Proceedings of the 52nd
Annual Meeting of the Association for Computational Linguistics, pages 415-420.

The paper would be more understandable if more examples are given to illustrate
the underspecified modality (U) and the underspecified polarity (u).  There are
two reasons for that.  First, the definition of 'underspecified' is relatively
unintuitive as compared to other classes such as 'probable' or 'positive'. 
Second, the examples would be more helpful to understand the difficulties of Uu
detection reported in line 690-697.  Among the seven examples (S1-S7), only S7
corresponds to Uu, and its explanation is quite limited to illustrate the
difficulties.

A minor comment is that the paper has several obscure descriptions, including
typos, as shown below:

- The explanations for features in Section 3.2 are somewhat intertwined and
thus confusing.  The section would be more coherently organized with more
separate paragraphs dedicated to each of lexical features and sentence-level
features, by:

  - (1) stating that the SIP feature comprises two features (i.e.,
lexical-level
and sentence-level) and introduce their corresponding variables (l and c) *at
the beginning*;

  - (2) moving the description of embeddings of the lexical feature in line
280-283
to the first paragraph; and

  - (3) presenting the last paragraph about relevant source identification in a
separate subsection because it is not about SIP detection.

- The title of Section 3 ('Baseline') is misleading.  A more understandable
title would be 'Basic Factor Extraction' or 'Basic Feature Extraction', because
the section is about how to extract basic factors (features), not about a
baseline end-to-end system for event factuality identification.

- The presented neural network architectures would be more convincing if it
describes how beneficial the attention mechanism is to the task.

- Table 2 seems to show factuality statistics only for all sources.  The table
would be more informative along with Table 4 if it also shows factuality
statistics for 'Author' and 'Embed'.

- Table 4 would be more effective if the highest system performance with
respect to each combination of the source and the factuality value is shown in
boldface.

- Section 4.1 says, ""Aux_Words can describe the *syntactic* structures of
sentences,"" whereas section 5.4 says, ""they (auxiliary words) can reflect the
*pragmatic* structures of sentences.""  These two claims do not consort with
each other well, and neither of them seems adequate to summarize how useful the
dependency relations 'aux' and 'mark' are for the task.

- S7 seems to be another example to support the effectiveness of auxiliary
words, but the explanation for S7 is thin, as compared to the one for S6.  What
is the auxiliary word for 'ensure' in S7?

- Line 162: 'event go in S1' should be 'event go in S2'.

- Line 315: 'in details' should be 'in detail'.

- Line 719: 'in Section 4' should be 'in Section 4.1' to make it more specific.

- Line 771: 'recent researches' should be 'recent research' or 'recent
studies'.  'Research' is an uncountable noun.

- Line 903: 'Factbank' should be 'FactBank'."
10009,acl_2017,2017,Generating Memorable Mnemonic Encodings of Numbers,66.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,5.0,2.0,"This paper describes several ways to encode arbitrarily long sequences of
digits using something called the major system. In the major system, each digit
is mapped to one or more characters representing consonantal phonemes; the
possible mappings between digit and phoneme are predefined. The output of an
encoding is typically a sequence of words constrained such that digits in the
original sequence correspond to characters or digraphs in the output sequence
of words; vowels added surrounding the consonant phonemes to form words are
unconstrained. This paper describes several ways to encode your sequence of
digits such that the output sequence of words is more memorable, generally by
applying syntactic constraints and heuristics.

I found this application of natural language processing concepts somewhat
interesting, as I have not read an ACL paper on this topic before. However, I
found the paper and ideas presented here to have a rather old-school feel. With
much of the focus on n-gram models for generation, frequent POS-tag sequences,
and other heuristics, this paper really could have been written 15-20 years
ago. I am not sure that there is enough novelty in the ideas here to warrant
publication in ACL in 2017. There is no contribution to NLP itself, e.g. in
terms of modeling or search, and not a convincing contribution to the
application area which is just an instance of constrained generation. 

Since you start with one sequence and output another sequence with a very
straightforward monotonic mapping, it seems like a character-based
sequence-to-sequence encoder-decoder model (Sequence to Sequence Learning with
Neural Networks; Sutskever et al. 2014) would work rather well here, very
likely with very fluent output and fewer moving parts (e.g. trigram models and
POS tag and scoring heuristics and postprocessing with a bigram model). You can
use large amounts of training from an arbitrary genre and do not need to rely
on an already-tagged corpus like in this paper, or worry about a parser. This
would be a 2017 paper."
10010,acl_2017,2017,Generating Memorable Mnemonic Encodings of Numbers,66.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,"- Strengths:
This paper presents a sentence based approach to generating memorable mnemonics
for numbers. The evaluation study presented in the paper shows that the
sentence based approach indeed produces memorable mnemonics for short 8-digit
numbers (e.g. 86101521 --> Officiate Wasteland).
Overall the paper presents the problem, the background literature and the
solution in sufficient detail. Because memorizing numbers (e.g. phone numbers
and account numbers) is sufficiently common, this is an interesting problem.

- Weaknesses:
The proposed solution does not seem to scale-up well for longer numbers; seems
to work well with 8-digit numbers though. But many numbers that people need to
memorize such as phone numbers and credit card numbers are longer than
8-digits. Besides, a number may have a structure (e.g. a phone number has a
country code + area code + personal number) which people exploit while
memorizing numbers. As stated above, this paper addresses an important problem
but the current solution needs to be improved further (several ideas have been
listed by the authors in section 6).

- General Discussion:
The current presented approach, in comparison to existing approaches, is
promising."
10011,acl_2017,2017,Generating Memorable Mnemonic Encodings of Numbers,66.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,"- Strengths:

Tackles a not very explored task, with obvious practical application
Well written and motivated

- Weaknesses:

The only method of validation is a user study, which has several weaknesses.

- Discussion:

The paper investigates various methods to generate memorable mnemonic encodings
of numbers based on the “Major” system. As opposed to other methods that
rely on this system to encode sequences, the methods proposed in this work
return a single sequence (instead of a set of candidates) which is selected to
improve memorability. Since “memorability” is an ambiguous criterion to
optimize for, the authors explore various syntactic approaches that aim for
short and likely sentences.  Their final model uses a POS template sampled form
a set of “nice” structures, and a tri-gram language model to fill in the
slots of the template. 

The proposed approach is well motivated: the section on existing tools places
this approach in the context of previous work on security and memorability. The
authors point to results showing that passwords based on mnemonic phrases offer
the best of both worlds in terms of security (vs random passwords) and
memorability (vs naive passwords). This solid motivation will appease those
readers initially skeptical about the importance/feasibility of such
techniques. 

In terms of the proposed methods, the baselines and n-gram models
(unsurprisingly) generate bad encodings. The results in table 2 show that
indeed Chunk and Sentence produce shorter sentences, but for short digits such
as this one, how relevant are the additional characteristics of these methods
(eg. POS replacements, templates etc)? It seems that a simple n-gram model with
the number-of-digits-per-trigram reweighing could perform well here. 

The evaluation is weaker than the rest of the paper. My main concern is that a
one-time memorization setting seems inadequate to test this framework. Mnemonic
techniques are meant to aid recall after repeated memorization exercises, not
just a single “priming” event. Thus, a more informative setting would have
had the users be reminded of the number and encoding daily over a period of
time, and after a “buffer period”, test their recall. This would also more
closely resemble the real-life conditions in which such a technique would be
used (e.g. for password memorization).

In terms of the results, the difference between (long term) recall and
recognition is interesting. Do the authors have some explanation for why in the
former most methods performed similarly, but in the latter “Sentence”
performs better? Could it be that the use of not very likely words (e.g.
""officiate"", in the example provided) make the encodings hard to remember but
easy to spot? If this were the case, it would somewhat defeat the purpose of
the approach.

Also, it would be useful for the reader if the paper provided  (e.g. in an
appendix) some examples of the digits/encodings that the users were presented
during the study, to get a better sense of the difficulty of recall and the
quality of the encodings. 

- Suggestions:

It would be nice to provide some background on the Major system for those not
familiar with it, which I suspect might be many in the ACL audience, myself
included. Where does it come from? What’s the logic behind those
digit-phoneme maps?"
10012,acl_2017,2017,Knowledge as a Teacher: Knowledge-Guided Structural Attention Networks,128.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,"This paper proposes a neural network architecture that represent structural
linguistic knowledge in a memory network for sequence tagging tasks (in
particular, slot-filling of the natural language understanding unit in
conversation systems). Substructures (e.g. a node in the parse tree) is encoded
as a vector (a memory slot) and a weighted sum of the substructure embeddings
are fed in a RNN at each time step as additional context for labeling.

-----Strengths-----

I think the main contribution of this paper is a simple way to ""flatten""
structured information to an array of vectors (the memory), which is then
connected to the tagger as additional knowledge. The idea is similar to
structured / syntax-based attention (i.e. attention over nodes from treeLSTM);
related work includes Zhao et al on textual entailment, Liu et al. on natural
language inference, and Eriguchi et al. for machine translation. The proposed
substructure encoder is similar to DCNN (Ma et al.): each node is embedded from
a sequence of ancestor words. The architecture does not look entirely novel,
but I kind of like the simple and practical approach compared to prior work.

-----Weaknesses-----

I'm not very convinced by the empirical results, mostly due to the lack of
details of the baselines. Comments below are ranked by decreasing importance.

-  The proposed model has two main parts: sentence embedding and substructure
embedding. In Table 1, the baseline models are TreeRNN and DCNN, they are
originally used for sentence embedding but one can easily take the
node/substructure embedding from them too. It's not clear how they are used to
compute the two parts.

- The model uses two RNNs: a chain-based one and a knowledge guided one. The
only difference in the knowledge-guided RNN is the addition of a ""knowledge""
vector from the memory in the RNN input (Eqn 5 and 8). It seems completely
unnecessary to me to have separate weights for the two RNNs. The only advantage
of using two is an increase of model capacity, i.e. more parameters.
Furthermore, what are the hyper-parameters / size of the baseline neural
networks? They should have comparable numbers of parameters.

- I also think it is reasonable to include a baseline that just input
additional knowledge as features to the RNN, e.g. the head of each word, NER
results etc.

- Any comments / results on the model's sensitivity to parser errors?

Comments on the model:

- After computing the substructure embeddings, it seems very natural to compute
an attention over them at each word. Is there any reason to use a static
attention for all words? I guess as it is, the ""knowledge"" is acting more like
a filter to mark important words. Then it is reasonable to include the baseline
suggest above, i.e. input additional features.

- Since the weight on a word is computed by inner product of the sentence
embedding and the substructure embedding, and the two embeddings are computed
by the same RNN/CNN, doesn't it means nodes / phrases similar to the whole
sentence gets higher weights, i.e. all leaf nodes?

- The paper claims the model generalizes to different knowledge but I think the
substructure has to be represented as a sequence of words, e.g. it doesn't seem
straightforward for me to use constituent parse as knowledge here.

Finally, I'm hesitating to call it ""knowledge"". This is misleading as usually
it is used to refer to world / external knowledge such as a knowledge base of
entities, whereas here it is really just syntax, or arguably semantics if AMR
parsing is used.

-----General Discussion-----

This paper proposes a practical model which seems working well on one dataset,
but the main ideas are not very novel (see comments in Strengths). I think as
an ACL paper there should be more takeaways. More importantly, the experiments
are not convincing as it is presented now. Will need some clarification to
better judge the results.

-----Post-rebuttal-----

The authors did not address my main concern, which is whether the baselines
(e.g. TreeRNN) are used to compute substructure embeddings independent of the
sentence embedding and the joint tagger. Another major concern is the use of
two separate RNNs which gives the proposed model more parameters than the
baselines. Therefore I'm not changing my scores."
10013,acl_2017,2017,Robust Incremental Neural Semantic Graph Parsing,578.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,"- Strengths:
The paper proposes an end-to-end neural model for semantic graph parsing,
based on a well-designed transition system. 
The work is interesting, learning
semantic representations of DMRS, which is capable of resolving semantics
such as scope underspecification. This work shows a new scheme for
computational semantics, benefiting from an end-to-end transition-based
incremental framework, which resolves the parsing with low cost.

- Weaknesses:
  My major concern is that the paper only gives a very common introduction for
the
definition of DMRS and EP, and the example even makes me a little confused
because I cannot see anything special for DMRS. The description can be a little
more detailed, I think. However, upon the space limitation, it is
understandable. The same problem exists for the transition system of the
parsing model. If I do not have any background of MRS and EP, I can hardly
learn something from the paper, just seeing that this paper is very good.

- General Discussion:
  Overall, this paper is very interesting to me. I like the DMRS for semantic
parsing very much and like the paper very much. Hope that the open-source codes
and datasets can make this line of research being a hot topic."
10014,acl_2017,2017,Investigating Different Context Types and Representations for Learning Word Embeddings,201.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,"- Strengths:

This paper presents a 2 x 2 x 3 x 10 array of accuracy results based on
systematically changing the parameters of embeddings models:

(context type, position sensitive, embedding model, task), accuracy

- context type ∈ {Linear, Syntactic}
- position sensitive ∈ {True, False}
- embedding model ∈ {Skip Gram, BOW, GLOVE}
- task ∈ {Word Similarity, Analogies, POS, NER, Chunking, 5 text classific.
tasks}

The aim of these experiments was to investigate the variation in
performance as these parameters are changed. The goal of the study itself
is interesting for the ACL community and similar papers have appeared
before as workshop papers and have been well cited, such as Nayak et al.'s
paper mentioned below.

- Weaknesses:
Since this paper essentially presents the effect of systematically changing the

context types and position sensitivity, I will focus on the execution of the
investigation and the analysis of the results, which I am afraid is not 
satisfactory.

A) The lack of hyper-parameter tuning is worrisome. E.g.
   - 395 Unless otherwise notes, the number of word embedding dimension is set
to 500.
   - 232 It still enlarges the context vocabulary about 5 times in practice.
   - 385 Most hyper-parameters are the same as Levy et al' best configuration.

  This is worrisome because lack of hyperparameter tuning makes it difficult to
make statements like method A is better than method B. E.g. bound methods may
perform better with a lower dimensionality than unbound models, since their
effective context vocabulary size is larger.

B) The paper sometimes presents strange explanations for its results. E.g.
   - 115 ""Experimental results suggest that although it's hard to find any 
universal insight, the characteristics of different contexts on different
models are concluded according to specific tasks.""

   What does this sentence even mean? 

   - 580 Sequence labeling tasks tend to classify words with the same syntax 
to the same category. The ignorance of syntax for word embeddings which  are
learned by bound representation becomes beneficial. 

   These two sentences are contradictory, if a sequence labeling task
   classified words with ""same syntax"" to same category then syntx becomes
   a ver valuable feature. Bound representation's ignorance of syntax
   should cause a drop in performance just like other tasks which does not
   happen.

C) It is not enough to merely mention Lai et. al. 2016 who have also done a
   systematic study of the word embeddings, and similarly the paper 
   ""Evaluating Word Embeddings Using a Representative Suite of Practical
   Tasks"", Nayak, Angeli, Manning. appeared at the repeval workshop at 
   ACL 2016. should have been cited. I understand that the focus of Nayak
   et al's paper is not exactly the same as this paper, however they
   provide recommendations about hyperparameter tuning and experiment
   design and even provide a web interface for automatically running
   tagging experiments using neural networks instead of the ""simple linear
   classifiers"" used in the current paper.

D) The paper uses a neural BOW words classifier for the text classification
tasks
   but a simple linear classifier for the sequence labeling tasks. What is
   the justification for this choice of classifiers? Why not use a simple
   neural classifier for the tagging tasks as well? I raise this point,
   since the tagging task seems to be the only task where bound
   representations are consistently beating the unbound representations,
   which makes this task the odd one out. 

- General Discussion:
Finally, I will make one speculative suggestion to the authors regarding
the analysis of the data. As I said earlier, this paper's main contribution is
an
analysis of the following table.
(context type, position sensitive, embedding model, task, accuracy)
So essentially there are 120 accuracy values that we want to explain in
terms of the aspects of the model. It may be beneficial to perform
factor analysis or some other pattern mining technique on this 120 sample data."
10015,acl_2017,2017,Investigating Different Context Types and Representations for Learning Word Embeddings,201.0,3.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,"- Strengths: 
Evaluating bag of words and ""bound"" contexts from either dependencies or
sentence ordering is important, and will be a useful reference to the
community. The experiments were relatively thorough (though some choices could
use further justification), and the authors used downstream tasks instead of
just intrinsic evaluations.

- Weaknesses: 
The authors change the objective function of GBOW from p(c|\sum w_i) to
p(w|\sum c_i). This is somewhat justified as dependency-based context with a
bound representation only has one word available for predicting the context,
but it's unclear exactly why that is the case and deserves more discussion.
Presumably the
non-dependency context with a bound representation would also suffer from this
drawback? If so, how did Ling et al., 2015 do it? Unfortunately, the authors
don't compare any results against the original objective, which is a definite
weakness. In addition, the authors change GSG to match GBOW, again without
comparing to the original objective. Adding results from word vectors trained
using the original GBOW and GSG objective functions would justify these changes
(assuming the results don't show large changes).
The hyperparameter settings should be discussed further. This played a large
role in Levy et al. (2015), so you should consider trying different
hyperparameter values. These depend pretty heavily on the task, so simply
taking good values from another task may not work well.

In addition, the authors are unclear on exactly what model is trained in
section 3.4. They say only that it is a ""simple linear classifier"". In section
3.5, they use logistic regression with the average of the word vectors as
input, but call it  a Neural Bag-of-Words model. Technically previous work also
used this name, but I find it misleading, since it's just logistic regression
(and hence a linear model, which is not something I would call ""Neural""). It is
important to know if the model trained in section 3.4 is the same as the model
trained in 3.5, so we know if the different conclusions are the result of the
task or the model changing. 

- General Discussion: This paper evaluates context taken from dependency parses
vs context taken from word position in a given sentence, and bag-of-words vs
tokens with relative position indicators. This paper is useful to the
community, as they show when and where researchers should use word vectors
trained using these different decisions. 

- Emphasis to improve:
The main takeaway from this paper that future researchers will use is given at
the end of 3.4 and 3.5, but really should be summarized at the start of the
paper. Specifically, the authors should put in the abstract that for POS,
chunking, and NER, bound representations outperform bag-of-words
representations, and that dependency contexts work better than linear contexts
in most cases. In addition, for a simple text classification model, bound
representations perform worse than bag-of-words representations, and there
seemed to be no major difference between the different models or context types.

- Small points of improvement: 
Should call ""unbounded"" context ""bag of words"". This may lead to some confusion
as one of the techniques you use is Generalized Bag-Of-Words, but this can be
clarified easily.
043: it's the ""distributional hypothesis"", not the ""Distributed Hypothesis"". 
069: citations should have a comma instead of semicolon separating them.
074: ""DEPS"" should be capitalized consistently throughout the paper (usually it
appears as ""Deps""). Also should be introduced as something like dependency
parse tree context (Deps).
085: typo: ""How different contexts affect model's performances..."" Should have
the word ""do""."
10016,acl_2017,2017,Investigating Different Context Types and Representations for Learning Word Embeddings,201.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,"- Strengths:

This paper systematically investigated how context types (linear vs
dependency-based) and representations (bound word vs unbound word) affect word
embedding learning. They experimented with three models (Generalized
Bag-Of-Words, Generalized Skip-Gram and Glove) in multiple different tasks
(word similarity, word analogy, sequence labeling and text classification).
Overall, 
1)            It is well-written and structured.
2)            The experiments are very thoroughly evaluated. The analysis could
help
researchers to choose different word embeddings or might even motivate new
models. 
3)            The attached software can also benefit the community. 

- Weaknesses:

 The novelty is limited. 

- General Discussion:

For the dependency-based context types, how does the dependency parsing affect
the overall performance? Is it fair to compare those two different context
types since the dependency-based one has to rely on the predicted dependency
parsing results (in this case CoreNLP) while the linear one does not?"
